id,title,intro,image,steps,ingredients,tags,notice,level,craft,duration,flavor
2466,酱烧鸭腿,,http://i3.meishichina.com/attachment/recipe/201102/201102151538027.jpg@!p800,[],"{'鸭腿': '适量', '花椒': '适量', '干辣椒': '适量', '大蒜头': '适量'}","['鲁菜', '儿童', '老人', '私房菜', '秋季食谱', '午餐']",,普通,焖,三刻钟,酱香
2467,小鸡炖土豆粉条,,http://i3.meishichina.com/attachment/recipe/201004/201004021501388.jpg@!p800,[],"{'小鸡': '一只', '土豆': '2个', '粉条': '适量', '花椒': '适量', '辣椒': '适量', '葱': '适量', '蒜': '适量', '姜': '适量', '白糖': '适量', '香油': '适量', '味精': '适量', '盐': '适量'}","['热菜', '冬季食谱']",,普通,炖,半小时,原味
2468,橙汁菊花鱼,"“徽菜【菊花鱼】的做法、徽菜系由安徽省的沿江菜、沿淮菜和徽州地方菜构成。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181039424.jpg@!p800,[],"{'草鱼': '一条约1千克', '味精': '适量', '绍酒': '适量', '精盐': '适量', '姜汁': '适量', '生粉': '适量', '橙汁': '适量'}","['徽菜', '儿童', '老人', '热菜', '朋友聚餐', '秋季食谱', '晚餐']",,高级,技巧,半小时,咸鲜
2469,奶香苏打饼干,,http://i8.meishichina.com/attachment/recipe/201102/201102171711592.jpg@!p800,"['面粉400g、奶粉50克、牛奶200克、酵母粉5g、小苏打5g、黄油20g、揉成光滑的面匀、 静置一会。', '取静置好面团的一半、把面团擀成2mm厚面皮。', '用模具压出图形。', '在压出的饼干上用牙签打上孔、取掉多余的部分、可再次重复擀开用模具压出图形。', '把打好孔的饼干胚子放入烤盘、均匀摆放。', '烤箱180°预热10分钟、烤盘放中层烤大约15分钟、烤箱不同时间也有可能不同、根据自家烤箱来定。']","{'面粉': '400g', '奶粉': '50克', '牛奶': '200克', '酵母粉': '5g', '小苏打': '5g', '黄油': '20g'}",['饼干'],"1. 饼干作为一种零食，只是辅助食品，不宜替代正餐；
2. 饼干太干，容易“上火”，吃饼干时，要多吃蔬菜和水果；
3. 饼干的水分太少，一定要多喝水，另外，水分会使饼干中的淀粉涨发，容易产生饱腹感，可以控制摄入量；
4. 尽量选购低脂、低糖和低热量的饼干。",普通,烘焙,三刻钟,甜味
2470,自制绿豆冰糕,,http://i3.meishichina.com/attachment/recipe/201102/201102181145416.jpg@!p800,[],"{'绿豆': '适量', '牛奶': '适量', '冰糖': '适量'}","['甜品', '儿童', '下午茶', '夏季食谱']",,简单,其他,半小时,甜味
2471,雪白芙蓉,"“夏天天气炎热，皮肤出油，美容保健更为重要，吃菜更要吃出健康，吃出容颜来，做一道蛋清炒牛奶，又好吃又美容，一举多得呀” 
",http://i3.meishichina.com/attachment/recipe/201102/201102151537234.jpg@!p800,[],"{'蛋清': '适量', '牛奶': '适量', '淀粉': '适量', '盐': '适量'}","['孕妇', '家常菜', '私房菜', '晚餐']",,简单,炒,十分钟,奶香
2472,花生酱小饼,,http://i3.meishichina.com/attachment/recipe/201102/201102181530568.jpg@!p800,"['材料：<br>低筋面粉200克，花生酱(粗粒型)130克，植物油(花生油最佳)100ML，糖粉80克(俺用的棉白糖)，泡打粉1/2小勺，盐1/4小勺。', '混和花生酱和油，搅打至混合均匀。', '加入糖粉，搅打均匀后，加入盐。', '继续搅打均匀。', '面粉与泡打粉混合过筛后，加入第4步的混合物中。', '揉成柔软的面团。', '取一小块面团，先揉成圆球，再轻轻压扁，做成小圆饼形状。做好的小圆饼排入烤盘，用叉子在表面压一下，压出花纹(不压也可，像我的压了也白压，全都乐开花了)。', '入烤箱中层烘焙，180度，20分钟左右。', '出炉喽。']","{'低筋面粉': '200克', '花生酱': '130克', '花生油': '100M', '糖粉': '80克', '泡打粉': '1/2小勺', '盐': '1/4小勺'}","['糕点', '烘焙', '儿童', '其他点心', '下午茶']",我的面粉不太吃油，所以成品感觉油有些多了，烤时要注意避免底部烤糊。,普通,烘焙,半小时,甜味
2473,拌豆芽,"“这个拌豆芽很简单，功劳就靠辣酱了。这种辣酱在黑龙江等地的鲜族饭馆儿比较常见，是一种用狗肉、狗油为主料制成的辣酱，里面还添加了韭菜发酵。很香、很辣，又很上瘾。制作过程嘛，我就不知道了，这是朋友从老家带来与众朋友分享的，放在冰箱里分小块儿冷冻，用一点儿缓一点儿，还能吃得久一点儿。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102151536558.jpg@!p800,[],"{'黄豆芽': '适量', '狗油辣酱': '适量'}","['老人', '凉菜', '家常菜', '晚餐']",,简单,拌,十分钟,微辣
2474,酱牛肉,"“我家酱牛肉时，不只是酱牛腱子肉，也会放牛肋条、牛腩，出来的酱牛肉各有各的味道，不要一成不变哟！

&nbsp;&nbsp;用的是N年的老汤，已记不清是那一年留下来的了，有独特的酱香味！” 
",http://i3.meishichina.com/attachment/recipe/2012/12/18/2012121817163879594365.jpg@!p800,"['从冰箱中拿出老汤，化开。', '牛腱子、牛肋条、牛腩用水浸泡4～6小时，泡出血水，然后用板刷刷洗1次，再用清凉水过4次，再彻底洗净，切成大块。', '砂锅内放入老汤一大碗，倒入水，水量为炖牛肉所需的量。', '水再次沸腾后，捞出浮沫，转微火煨煮，使香味慢慢渗入肉中，煨煮时，边煮边兑老汤，翻动几次，使肉块熟烂一致。 <br><br>&nbsp;&nbsp;炖到用筷子轻松插入牛肉中即可，关火后牛肉仍在锅中。', '炒锅中放入少油，7成热下甜面酱50克滑开，然后到入煮好的牛肉中，晾凉后放入冰箱冷藏一夜。', '酱牛肉的蘸料: 油炸辣椒、蒜、醋、味极鲜酱油、香油、鸡精调制。']","{'牛腱子': '500克', '牛肋条': '300克', '牛腩': '300克', '甜面酱': '100克', '姜': '1小块', '葱白': '2段', '味极鲜酱油': '适量', '香油': '适量', '鸡精': '适量'}","['老人', '热菜', '朋友聚餐', '家常菜', '秋季食谱', '冬季食谱', '午餐']","独特之处是：最后滑一点酱放入煮好的牛肉中，这样酱香更浓郁，一定在油中滑开，不要放生酱。

老汤是以前做酱牛肉时的汤，如没有可省略。

牛肉煮至用筷子轻松插入即可，卤煮时间不可过长，否则肉质变柴，口感不嫩。（我家老人千叮咛万嘱咐的）",普通,卤,一小时,酱香
2475,咖喱鸡饭,"“鸡肉切丁，放料酒、生抽、糖、食盐、胡椒粉、花椒粉腌制，其他食材切丁备用” 
",http://i8.meishichina.com/attachment/recipe/201004/201004021719085.jpg@!p800,[],"{'鸡肉': '200克', '土豆': '4个', '洋葱': '1个', '香菇': '3朵', '玉米粒': '适量', '黄瓜': '半根', '胡萝卜': '半根', '味好美红咖喱': '1瓶'}",[],,普通,烧,廿分钟,原味
2476,玉米皮包果子,"“此品清甜，做早餐也挺好的。” 
",http://i3.meishichina.com/attachment/recipe/201004/201004021734501.jpg@!p800,"['先在玉米叶的一端扎住。', '再推开放入一层糯米，然后放红豆，再放少少糯米。', '卷好，用线在两头和中间加固。']","{'糯米': '适量', '红豆': '适量'}",[],红豆要预先炷好，喜欢炷烂些也可以。,普通,蒸,一小时,原味
2478,苹果玉米水,"“此汤清热甜润，老少咸宜。” 
",http://i3.meishichina.com/attachment/recipe/201004/201004021746551.jpg@!p800,"['苹果红萝卜玉米切块', '材料通通倒下一起煲二个小时左右。']","{'苹果': '适量', '红萝卜': '适量', '玉米': '适量'}",[],建议红萝卜不剥皮，皮有丰富的维他命。,简单,煮,一小时,原味
2480,炸罗非鱼块,"“冰冻的罗非鱼块，炸和煎是最好的处理方法了。” 
",http://i3.meishichina.com/attachment/recipe/201004/201004021755581.jpg@!p800,"['用一只蛋的蛋清、几茶匙玉米淀粉（专门做菜那种，生粉也可），搅拌至挂浆的程度。', '鱼预先解冻，切块，用白胡椒面、盐、料酒腌制。', '将鱼块蘸匀蛋清浆，放入锅中炸，先将油稍热就炸，火不要太旺，炸至谈黄色，捞起，再将油加热，再番炸至金黄色，上碟，可配上你想用的调料，如茄汁、椒盐、rosemary等。']","{'鱼块': '适量', '蛋清': '适量', '胡椒面': '适量'}",['热菜'],这里絮叨一下，我觉得用了蛋清炸和不用蛋清炸有什么区别呢，如果不用蛋清，直接蘸干粉，粉会掉下油锅中，容易使油混浊，再使用的油需过滤，如果用面粉糊，有时则觉表层厚，吸油，吃起来油腻，用了蛋清可生粉或玉米粉，可将鱼块表层裹住，水份也可锁住，不至于里面太干，是三种方法最好的一种，不过，成本可能大少少，但好吃些，不妨大家试试。,普通,炸,半小时,原味
2481,麻婆豆腐,"“花椒粉是自己在锅中炒香后压成粉的，这样的花椒粉，会比买来的香味更浓郁。” 
",http://i8.meishichina.com/attachment/recipe/201102/201102171711206.jpg@!p800,[],"{'豆腐': '200克', '牛肉粒': '100克', '青蒜': '15克', '豆瓣酱': '20克', '花椒粒': '10克', '姜': '5克', '酱油': '10克', '糖': '5克', '肉汤': '150克', '油': '75克'}",[],,普通,烧,廿分钟,咸鲜
2482,香菇炖排骨,,http://i8.meishichina.com/attachment/recipe/201004/201004021840439.jpg@!p800,"['排骨焯水，洗净沥干，香菇泡发。', '排骨 香菇 姜片<br>放高压锅一起炖<br>出锅前放少许盐调味即可！']","{'排骨': '适量', '香菇': '适量', '盐': '适量', '姜片': '适量'}",[],炖的过程中满屋飘着香菇的香味,普通,炖,一小时,原味
2483,香菇木腐竹烧排骨,,http://i3.meishichina.com/attachment/recipe/201004/201004021843238.jpg@!p800,[],"{'香菇': '适量', '木耳': '适量', '腐竹': '适量', '排骨': '适量', '芹菜杆': '适量', '姜蒜末': '适量', '蚝油': '适量', '酱油': '适量'}",['热菜'],,普通,烧,三刻钟,原味
2484,京酱肉丝,"“所谓春夏养阳，秋冬养阴！做一道京酱肉丝，主要是配料大葱具有升发的作用，特别适合春天吃。呵呵，我的烹饪原则：美味与养生一个也不能少！” 
",http://i8.meishichina.com/attachment/recipe/201004/201004021913464.JPG@!p800,"['猪里脊肉切丝，加料酒、盐、鸡蛋、淀粉调拌均匀。', '姜切片拍碎，葱切细丝，5/1的葱丝和拍碎的姜片一同放入碗中，兑入清水，制成葱姜水。', '把浆好的肉丝放到锅中炒散，油温要控制在五成热以下，待肉丝达到八成熟时，捞出控油。', '锅中放少许底油，加入甜面酱、葱姜水、料酒、鸡精和糖，同时要不停地搅动甜面酱，等到酱汁变稠时倒入肉丝搅拌均匀。']","{'猪里脊肉': '250克', '鸡蛋': '1个', '葱白': '100克', '姜': '15克', '甜面酱': '150克', '糖': '50克', '盐': '5克', '料酒': '10克', '鸡精': '10克', '淀粉': '15克'}",[],酱的好坏直接关系到此菜的颜色和味道，我用的是北京六必居甜面酱，颜色比其他甜面酱要深一些，味道咸一些，灵活掌握吧！我的切工很差，肉丝又粗又短，朋友们凑合着看吧。,普通,炒,廿分钟,原味
2485,谈Beef Stew,"“加多点料，让汤做得更加美味和美观、营养。” 
",http://i8.meishichina.com/attachment/recipe/201004/201004021921022.jpg@!p800,"['一大一小煲放水烧开先用姜片放水，等水开，水开在小煲放入牛肉块，水开后撇开浮沫，捞起牛肉放在已把水烧开的煲内，不见议用冷水洗牛肉，一冷一热对肉的结构酥软不利。', '在大煲中放向片姜和撒少少胡椒面，放土豆块和红萝卜块，大约半煲到半小时左右，土豆的角开始见粉，就放芹菜、蘑菇、玉米、洋葱，烧几分钟后加盐，再烧一小会就可以吃了，因为芹菜、蘑菇、玉米、洋葱易熟和不宜煲得太长时间，太长时间会破坏维生素。喜欢辣的筒子们可加辣椒或辣椒干或粉等。玉米也可放一块块连芯的那种，我只有粒状的。其实说来说去，这汤做法简单，主要是自己爱放什么料就放什么料，料与料之间不性能发生冲突或产生有害物质就可以了。']","{'牛肉': '适量', '土豆': '适量', '芹菜': '适量', '玉米': '适量', '洋葱': '适量', '番茄': '适量', '蘑菇': '适量', '红萝卜': '适量'}",[],放料不太讲究，主要是材料之间性能不排斥和相互不产生毒素就可以了。,简单,煲,一小时,原味
2487,蠔油双面黄炒面,"“此面口感香脆味浓，加上蒜苗的香上加香” 
",http://i3.meishichina.com/attachment/recipe/201004/201004021945018.jpg@!p800,"['蛋面。', '将蛋面焯好，过冷河。', '面下锅（不粘锅好些）炒几下，放少少盐或生抽，再加少少油煎成大饼状，两边翻，煎至焦黄。', '倒入盆中。', '将蒜苗（最好是韭黄）下锅稍炒之，不用太熟，铺在面的上面。']","{'蛋面': '适量', '蒜苗': '适量', '蚝油': '适量'}","['老人', '面条', '晚餐']",过冷前炷面不要过熟。,普通,炒,三刻钟,咸鲜
2488,鱼头汤,"“第一次做用鱼头做这样的汤，感觉还是很成功的。汤很美味。鱼骨头也很香很软。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181318433.jpg@!p800,[],"{'皖鱼头': '1个', '猪肉': '100克', '红枣': '6个', '红萝卜': '半个', '葱': '适量', '芹菜': '适量', '红辣椒': '适量', '姜': '适量', '料酒': '3/1匙', '鸡精': '适量', '盐': '适量'}","['老人', '家常菜', '夏季食谱', '秋季食谱', '宴客菜', '汤类', '晚餐']",,高级,炖,半小时,咸鲜
2491,微波炉拌面酱肉,"“微波炉拌面酱肉~” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181545065.jpg@!p800,[],"{'猪肉': '250克', '洋葱': '半个', '红辣椒': '适量', '生姜': '适量', '蒜头': '适量', '豆瓣酱': '3茶匙', '白糖': '2茶匙', '鸡粉': '1茶匙', '黑胡椒粉': '0.5茶匙'}","['产妇', '下饭菜', '午餐', '工作餐']",,简单,酱,十分钟,酱香
2492,菠萝饭,,http://i8.meishichina.com/attachment/recipe/201004/201004031020254.jpg@!p800,[],"{'菠萝': '半个', '熟米饭': '300克', '青葱': '适量', '小红辣椒': '适量', '鸡蛋': '适量', '葡萄干': '适量', '豌豆': '适量', '美国大杏仁': '适量', '料酒': '适量', '盐': '适量', '生抽': '适量'}",[],,简单,炒,十分钟,原味
2496,营养无敌,"“昨天又做了炸酱面，菜码准备的很多，乱七八糟的剩了一堆，单炒哪个又都不够一盘菜，在冰箱里放久了也不好，干脆收拾收拾，烩成了一个菜，味道还不错，虽然简单，但因为各种颜色在一起，确实有够营养的。下回各位准备清理冰箱时，这也是个好办法呢！” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181038331.jpg@!p800,"['韭菜洗净切段备用。', '香菇泡发后切丝备用。', '豆腐皮洗净切丝备用。', '洋葱洗净切丝备用。', '猪肉洗净切丝备用。', '炒锅内热油，爆香葱姜蒜后，倒入肉丝、香菇炒出香味。', '放入洋葱快速煸炒几下。', '放入豆腐皮翻炒。', '最后倒入韭菜翻炒。', '最后调入生抽、盐、鸡精翻炒均匀即可。']","{'豆腐皮': '适量', '猪肉': '适量', '洋葱': '适量', '香菇': '适量', '韭菜': '适量', '生抽': '适量', '鸡精': '适量', '料酒': '适量', '糖': '适量', '盐': '适量'}","['热菜', '秋季食谱']","1、如果有胡萝卜或者红柿椒，加入颜色会更好看啦！
2注意食材放入的先后顺序，尤其是韭菜，出锅前再放才会更香哦！
3、都说香菇炖鸡最好吃，不过如果像我一样不太喜欢那么浓的香菇味的话，切丝后用来配炒菜，不失为一个好办法呢，又没有很冲的味道，滑滑的口感又好。",普通,炒,十分钟,咸甜
2503,咖喱烤翅,"“制作简单，咖喱味道浓郁，开胃的一道菜” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181139464.jpg@!p800,"['鸡全翅去杂质，洗净，沥干水分。', '加入姜丝、蒜末和适量的盐、酱油、料酒、白糖、白胡椒粉、花椒粉、生粉拌匀，用手有力抓匀鸡翅，让鸡翅均匀沾上调料。', '加入20克的咖喱粉，咖喱粉最好能先炒一下，这样更香。', '把咖喱粉和鸡翅拌匀，一样用力抓匀一会，放入容器内，盖上保鲜膜入冰箱存放1天，中间翻2-3次，让鸡翅均匀裹上酱汁。', '腌制好的鸡翅用竹签串好（竹签预先泡水湿润），码在烤架上。', '烤箱预热，把烤架放入，在下面放一个垫锡纸的烤盘接汁液，200摄氏度烤20分钟。', '取出轻轻刷一层腌制鸡翅的咖喱酱汁，用锡纸把每个鸡翅的翅尖包好。', '入烤箱200摄氏度再烤10分钟即可。']","{'鸡全翅': '8个', '咖喱粉': '20克', '盐': '适量', '酱油': '适量', '料酒': '适量', '白糖': '适量', '白胡椒粉': '适量', '花椒粉': '适量', '生粉': '适量', '姜丝': '适量', '蒜末': '适量'}","['儿童', '热菜', '家常菜', '夏季食谱', '快餐', '午餐']",咖喱容易染色，抓匀鸡翅的时候要戴上一次性的手套，竹签要先泡水湿润，预防烤的时候着火哦,普通,烤,一天,咖喱
2504,爆炒青椒肉皮,"“肉皮含有丰富的胶原蛋白，女性常吃肉皮具有养颜嫩肤的功效哦” 
",http://i3.meishichina.com/attachment/recipe/201004/201004031956362.jpg@!p800,"['将猪肉皮用刀里外刮尽后冲洗干净，然后将洗好的肉皮放入已烧开的锅里煮5分钟至肉皮软烂。然后捞起，用冷水冲洗一遍。再将其切段装盘。', '将青椒切丝。', '油锅烧旺后，下少量蒜、姜末煸炒，待炒香后，将肉皮倒进锅里加适量料酒翻炒，放入青辣翻炒几分钟，加盐、鸡精、草菇老抽炒匀，装盘即可。']","{'猪肉皮': '适量', '青椒': '适量', '蒜': '适量', '盐': '适量', '鸡精': '适量', '姜': '适量', '草菇老抽': '适量', '料酒': '适量'}","['热菜', '夏季食谱']","我们这里特指的是猪皮。猪皮的营养素含量丰富，其营养价值较高。通常人们认为猪口条（猪舌头）的营养价值高，其实猪皮比猪舌的营养价值更高。每100克猪皮中含蛋白质26.4克，含脂肪22.7克，含碳水化合物4克，能产生1364千焦（326千卡）的热能。而每100克猪舌中含蛋白质16.5克，含脂肪12.7克，含碳水化合物1.8克，仅能产生783千焦（188千卡）的热能。

猪皮中蛋白质的主要成分为胶原蛋白和弹性蛋白质，其中胶原蛋白质占猪皮蛋白质总量的85%，虽然胶原蛋白质不完全为蛋白质，缺少色氨酸，不能很好被机体利用，但有很多保健作用，有维持机体血管壁、骨骼、软骨、皮肤和肌腱弹性的作用。还对创口的愈合、骨骼的生长都有积极的作用，而且在延缓机体衰老过程中起着一定的作用。

另外猪皮性味甘、凉、有通乳脉、滑肌肤、去寒热、托痈疽、解毒之功效。",简单,炒,十分钟,原味
2505,山药猪肚汤,"“猪肚含有蛋白质、脂肪、碳水化合物、维生素及钙、磷、铁等，具有补虚损、健脾胃的功效，适用于气血虚损、身体瘦弱者食用。” 
",http://i3.meishichina.com/attachment/recipe/201004/201004032011463.jpg@!p800,"['猪肚洗净用盐、醋少许面粉搓洗冲净、焯水倒掉水，另起一锅水放入、葱段、姜片、大蒜、八角、料酒放入猪肚开锅后改文火煲1小时至猪肚软熟。', '山药削皮洗净切片,猪肚切段。', '原汤加入猪肚、山药片、红枣、加盐、胡椒、少许鸡精调味略煮即可出锅。']","{'猪肚': '适量', '山药片': '适量', '红枣': '适量', '姜': '适量', '蒜': '适量', '葱': '适量', '胡椒': '适量', '盐': '适量', '料酒': '适量', '鸡精': '适量'}",['汤类'],"适用人群 
适宜虚劳瘦弱者食用；适宜脾胃虚弱，食欲不振，泄泻下痢者食用；适宜中气不足，气虚下陷，男子遗精，女子带下者食用；适宜体虚之人小便颇多者食用；适宜小儿疳积者食用。 

  用法用量 
1、猪肚适于爆、烧、拌和作什锦火锅的原料； 
2、猪肚烧熟后，切成长条或长块，放在碗里，加点汤水，放进锅里蒸，猪肚会涨厚一倍，又嫩又好吃，但注意不能先放盐，否则猪肚就会紧缩。 


  食用功效 
猪肚味甘，性微温，归脾、胃经；补虚损，健脾胃；用于虚劳羸弱、泻泄、下痢、消渴、小便频数、小儿疳积等症。",普通,炖,一小时,原味
2506,菠萝酱,,http://i8.meishichina.com/attachment/recipe/2018/01/09/201801091515485413775123157848.jpeg@!p800,[],"{'菠萝': '一个', '冰糖': '一块'}","['早餐', '家常菜', '果酱', '自制酱料', '学生']",,简单,煮,十分钟,甜味
2507,西芹百合炒虾仁,"“清淡小菜” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181354501.jpg@!p800,"['鲜虾剥壳去肠线，洗净后吸干水份，加入干淀粉、蛋清、盐用手抓匀后入冰箱腌20分钟。', '胡萝卜、西芹切菱角，百合掰成一片片，洗净。', '胡萝卜、西芹、百合飞水，捞干。', '烧热油，将虾仁过油。（很关键的一点，油一定要够热,这样做出虾仁很香脆）。', '炒锅放油烧热，倒入蒜茸炒出香味。', '加入虾仁和胡萝卜，西芹及百合快速翻炒一下。', '调入调味料快速炒匀。', '再调入淀粉水勾芡即可。']","{'鲜虾': '适量', '百合': '适量', '西芹': '适量', '胡萝卜': '适量', '蒜茸': '适量', '盐': '适量', '料酒': '适量', '蚝油': '适量', '胡椒粉': '适量', '淀粉': '适量'}","['儿童', '热菜', '宵夜', '朋友聚餐', '家常菜', '夏季食谱']",后面三步炒的时间不宜过长，虾仁会变老不好吃，再加上鲜百合已经飞水过了，如果再炒久很容易因高温而失去清香之味和爽脆的口感。,简单,炒,廿分钟,咸鲜
2510,椰蓉面包,"“尝试做面包真的很有趣.这个配方我是从书上学来的.不过当中有一些修改.例如原配方中是水80克,以及奶粉6克.因为我没有奶粉,但又想要奶香,所以将奶粉跟水直接换成了80克的牛奶.效果还不错.

另外,我做西点基本都是用的砂粮,如果过粗我会把它们弄得细一些,但没有特意去买糖粉,还有一般来讲粉类材料是要过筛的,但是我懒所以从来也不做这一步骤...嗯.其实成品也不错啦” 
",http://i8.meishichina.com/attachment/recipe/201102/201102171710564.jpg@!p800,"['这是将面包面团的材料全部充分揉好之后的样子--即是指表面光滑,轻轻拉起面时可以拉出薄膜.', '将面团放入28度容器里发酵一个小时,可以看出面团变大了.(因为照相角度问题,所以看不太出来.)嘿嘿', '将发酵好的面团取出,将其分割成大小相等的4份,并滚圆.然后室温下静置10分钟.', '把椰子馅料分成四份分别包入面团之中,然后整形成你喜欢的样子.<br>我弄得不是很好看.因为我比较急于求成,所以乱弄一气....', '添好馅料后就可以进行最好发酵了.这就是最后发酵好的样子.是不是比刚才大了.<br>发酵时间是30分钟,要在38度,比较湿润的环境下.我是放在蒸锅里,下面倒入开水,盖上盖子,条件就许可了.', '成品出炉.放入烤箱中,以180度烤15分钟.<br>之前可以在面包上涂上蛋液.颜色看起来会比较漂亮.我这个是涂了两次.', '这个是第一次做的热狗面包,因为没信心,所以没有照下详细过程.只把成品拍下来了.给大家欣赏一下.味道很不错的哦.嘿嘿', '再来一个.']","{'高筋面粉': '140克（面包面团材料）', '牛奶': '80克（面包面团材料）', '干酵母': '5毫升（面包面团材料）', '砂糖': '25克（面包面团材料）', '盐': '1.25毫升（面包面团材料）', '全蛋液': '15克（面包面团材料）', '黄油': '15克（面包面团材料）', '椰丝': '30克（椰蓉馅料）', '蛋液': '15克（椰蓉馅料）', '糖': '15克（椰蓉馅料）'}",[],"至于烤的时间.大家得根据自已的烤箱来!像我的烤箱太小,大约只有9升?所以有时烤起来不能全照配方来.
比如如果配方要求180度烤15分钟,我多半照着烤下来中间都会不熟且上面已经糊了.所以我就调整成170度,先烤15分钟,.然后拿出来,调换一下烤盘方向再烤,还可以在这时再往面包上刷一层蛋液,这样就可以烤熟并很漂亮了.",普通,烘焙,数小时,甜味
2511,尖椒鲜鱿,"“鲜香微辣的下饭菜” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181139340.jpg@!p800,"['鱿鱼洗净去红膜，切滚刀花，再改成小块，用一点盐、白胡椒粉、姜丝抓匀腌制10分钟', '尖椒切成小块，再备一些姜丝蒜末葱段', '起油锅，油热后把鱿鱼快速炒到卷起变色', '炒好的鱿鱼起锅装盘备用', '再起油锅，爆香姜丝蒜末，加入辣椒翻炒至断生', '加一点盐和1调羹柱候酱翻炒均匀', '再加入鱿鱼和葱段', '翻炒均匀即可（也可以用生粉水勾点薄芡，会更加水灵灵的，卖相更好）']","{'鲜鱿': '300克', '尖椒': '2个', '姜丝': '适量', '蒜末': '适量', '葱段': '适量', '盐': '适量', '白胡椒粉': '适量', '柱候酱': '1调羹'}","['老人', '热菜', '朋友聚餐', '家常菜', '夏季食谱', '秋季食谱', '午餐']",鱿鱼快熟，只要快炒至变色和卷起就可以了，炒久了就会韧，不脆嫩了,简单,炒,廿分钟,咸鲜
2513,青椒茭白炒鸡肫,"“鸡肫就是鸡的胃，肉质脆嫩，有助消化的作用。青椒其特有的味道和所含的辣椒素有刺激唾液分泌的作用，能增进食欲，帮助消化，促进肠蠕动，防止便秘。茭白具有一定的药用价值。中医认为茭白性寒味甘，具有清湿热解毒催乳汁等功效，是高血压、高血脂者及减肥的佳品。这三种食物放在一起，既有极高的营养价值，又是一道色味俱佳的菜肴” 
",http://i3.meishichina.com/attachment/recipe/201004/201004041942427.jpg@!p800,[],"{'鸡肫': '8个', '青椒': '2个', '茭白': '1根', '生姜': '3片', '盐': '适量', '糖': '适量', '味精': '适量', '料酒': '适量'}","['老人', '热菜', '家常菜', '宴客菜', '午餐']",,普通,炒,廿分钟,咸鲜
2514,糖醋小红萝卜,"“红萝卜 营养丰富.含有大量的胡萝卜素.蔗糖.葡萄糖.淀粉和钙.磷.铁等矿物盐.维生素B1 B2等人体不可缺少的营养物小质。” 
",http://i3.meishichina.com/attachment/recipe/201004/201004042008552.jpg@!p800,[],"{'小红萝卜': '500克', '康乐醋': '或米醋4汤匙', '生抽酱油': '1汤匙', '白糖': '2汤匙'}","['儿童', '宵夜', '凉菜', '家常菜']",,简单,炝,十分钟,酸甜
2515,重庆辣子鸡,"“重庆辣子鸡的特色：
酥香爽脆，回味无穷。” 
",http://i8.meishichina.com/attachment/recipe/201004/201004042028562.jpg@!p800,[],"{'鸡': '1000克', '花椒': '8克', '辣椒': '30克', '大葱': '15克', '姜': '10克', '味精': '2克', '盐': '8克', '料酒': '15克', '生抽': '10克', '植物油': '25克', '大蒜': '5克', '白砂糖': '2克'}",[],,普通,炒,半小时,原味
2516,山东火烧,"“火烧里面放什么，完全取决于你的口味啊！ 记得家里那边有买肉的和素的，肉就是猪肉喽（跟豆角配暴好吃）。牛肉的很少... 素的嘛，菠菜，韭菜，芹菜，主要跟豆腐和粉丝配。

中午的馄顿馅儿剩下，本来是想烙肉饼的, 后来还是觉得火烧好吃，哈哈，因为馅儿足。山东人嘛，就喜欢料足的。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181533589.jpg@!p800,[],"{'面': '2碗', '温水': '1碗', '肉馅儿': '适量', '卤汤': '适量', '芹菜': '适量', '虾仁': '适量', '木耳': '适量', '香菇': '适量', '酵母': '适量', '大酱': '适量', '盐': '适量'}","['鲁菜', '老人', '热菜', '快餐', '午餐']",,普通,煎,一小时,咸鲜
2517,我的美味凉皮,"“这道凉皮是我怕做不好，一个人在家的时候做的，结果却很成功！很美味~！呵呵！” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181037545.jpg@!p800,[],"{'面粉': '适量', '水': '适量', '盐': '适量', '味精': '适量', '芝麻油': '适量', '醋': '适量', '白糖': '适量', '辣椒油': '适量'}",[],,普通,蒸,三刻钟,咸鲜
2519,水煮鱼,"“好一个辣我成香肠嘴的水煮鱼。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181341587.jpg@!p800,[],"{'鲤鱼': '一条', '豆芽': '适量', '干辣椒': '适量', '辣豆瓣酱': '适量', '花椒': '适量', '味精': '适量', '盐': '适量', '料酒': '适量', '白糖': '适量', '小茴香': '适量', '香叶': '适量', '大料': '适量'}","['儿童', '热菜', '川菜', '冬季食谱', '午餐', '名菜']",,普通,煮,廿分钟,微辣
